ID,PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2
seq609,12.9675,0.0,0.8645,0.0,1.729,5.187,0.0,4.3225,5.187,5.187,2.5935,0.8645,0.0,1.729,0.0,2.5935,3.458,3.458,0.8645,0.8645,0.0581,0.0774
seq610,14.4512,0.0,1.7001,0.0,0.0,5.9505,1.7001,3.4003,2.5502,5.9505,0.0,0.8501,2.5502,0.8501,0.8501,0.8501,1.7001,5.1004,3.4003,0.0,0.0744,0.0755
seq611,0.8553,0.0,0.0,0.0,0.8553,2.5659,0.8553,2.5659,0.8553,3.4212,0.0,0.0,0.0,0.0,0.0,0.0,0.8553,0.0,0.0,0.0,0.071,0.0737
seq612,0.7946,3.1785,0.0,0.0,1.5892,2.3839,0.0,0.0,0.0,0.0,0.0,2.3839,3.9731,0.0,4.7677,1.5892,0.0,3.1785,0.7946,0.7946,0.1017,0.1037
seq613,0.0,1.801,0.0,0.9005,0.0,2.7015,0.0,1.801,0.0,1.801,0.0,0.0,2.7015,2.7015,0.0,0.9005,2.7015,1.801,0.0,0.9005,0.0508,0.0487
seq614,1.783,0.0,0.8915,0.0,0.0,0.0,0.8915,0.8915,0.8915,2.6745,0.0,0.0,0.0,0.8915,0.0,0.8915,0.8915,1.783,0.0,0.0,0.0444,0.0642
seq615,0.0,0.0,0.0,2.45,0.8167,2.45,0.0,0.0,4.0833,1.6333,1.6333,1.6333,0.0,0.0,1.6333,2.45,0.0,0.8167,0.0,0.0,0.1024,0.081
seq616,0.0,0.0,0.0,0.0,0.8366,0.0,0.0,3.3465,2.5099,1.6733,1.6733,0.0,0.0,3.3465,0.8366,0.8366,1.6733,2.5099,0.8366,0.8366,0.0992,0.0641
seq617,3.4417,1.7209,0.8604,0.0,1.7209,0.8604,0.0,0.8604,3.4417,4.3021,0.0,0.8604,0.0,0.8604,0.0,5.1626,3.4417,0.8604,0.0,0.0,0.0666,0.073
seq618,0.8488,1.6977,0.0,0.0,1.6977,4.2442,0.0,1.6977,1.6977,1.6977,0.0,0.0,0.0,0.0,0.0,0.8488,1.6977,1.6977,0.0,0.0,0.0687,0.0824
seq619,1.5655,0.0,0.0,0.0,0.0,18.786,0.0,0.7828,2.3483,0.0,0.0,3.131,0.7828,0.0,9.393,13.3068,2.3483,0.0,0.0,0.0,0.1078,0.1095
seq620,0.0,2.6692,0.0,0.8897,1.7795,1.7795,0.8897,0.8897,0.0,0.0,0.0,0.0,0.8897,0.0,0.0,2.6692,0.8897,0.8897,0.0,0.0,0.0525,0.0578
seq621,0.0,0.0,0.0,0.0,1.6913,0.8457,2.537,0.8457,1.6913,0.0,0.0,0.8457,0.0,2.537,0.0,0.0,0.0,2.537,0.0,0.0,0.0872,0.0672
seq622,0.791,0.0,0.791,0.0,2.3731,2.3731,0.0,0.791,0.0,0.0,0.0,0.791,1.5821,0.791,1.5821,0.791,1.5821,0.791,0.0,0.0,0.11199999999999999,0.09699999999999999
seq623,0.0,0.0,0.0,0.8062,0.0,2.4187,0.8062,0.8062,0.8062,0.8062,0.0,0.8062,1.6125,0.8062,0.8062,1.6125,0.0,2.4187,0.8062,0.8062,0.0797,0.1141
seq624,4.1967,0.0,0.0,0.8393,0.0,5.036,0.0,0.8393,3.3574,4.1967,0.0,0.8393,0.0,0.0,0.0,0.0,0.8393,1.6787,0.0,0.8393,0.0784,0.0823
seq625,4.2158,0.0,0.8432,0.0,0.8432,4.2158,0.0,0.8432,2.5295,5.0589,0.0,1.6863,0.0,0.0,0.0,0.8432,0.0,1.6863,0.0,0.0,0.0739,0.083
seq626,0.841,8.41,2.523,4.205,1.682,7.569,2.523,0.841,7.569,5.046,0.841,1.682,4.205,0.0,5.887,2.523,1.682,2.523,0.841,1.682,0.0775,0.0815
seq627,0.0,1.6233,0.0,0.0,2.435,0.8117,0.0,0.8117,1.6233,0.8117,0.0,0.0,2.435,0.0,1.6233,0.8117,0.0,0.0,0.0,0.0,0.0889,0.0995
seq628,0.0,1.6607,0.0,0.0,1.6607,0.0,0.8304,0.0,2.4911,0.8304,0.8304,0.0,1.6607,0.0,0.0,1.6607,0.0,0.8304,0.8304,0.0,0.0768,0.0928
seq629,3.3883,5.0825,2.5413,1.6942,2.5413,7.6238,0.0,0.0,3.3883,4.2354,1.6942,1.6942,0.0,0.0,1.6942,2.5413,2.5413,2.5413,0.8471,0.0,0.0683,0.0846
seq630,7.4474,0.0,4.1374,0.8275,0.8275,3.31,0.0,4.9649,4.1374,2.4825,1.655,3.31,0.8275,1.655,0.8275,5.7924,1.655,2.4825,1.655,1.655,0.077,0.0955
seq631,0.8066,4.8398,2.4199,0.8066,0.0,4.0332,0.8066,0.8066,1.6133,0.8066,0.0,1.6133,4.8398,1.6133,4.8398,2.4199,0.8066,1.6133,1.6133,0.8066,0.0966,0.0967
seq632,0.7753,3.1013,0.0,0.0,2.326,6.9779,0.0,0.7753,0.0,0.0,0.0,0.7753,4.6519,0.7753,5.4272,2.326,0.0,2.326,0.0,1.5506,0.1034,0.1213
seq633,3.2028,1.6014,0.0,0.8007,0.0,4.8042,0.0,0.8007,0.8007,0.0,0.8007,0.0,3.2028,0.0,2.4021,1.6014,0.0,0.8007,0.8007,1.6014,0.10300000000000001,0.0963
seq634,1.7132,0.0,0.0,0.0,0.0,19.7019,0.0,0.8566,8.566,0.0,0.8566,0.0,0.8566,0.8566,3.4264,13.7056,1.7132,0.0,0.0,0.0,0.0728,0.0706
seq635,0.0,3.2238,1.6119,2.4178,0.0,4.8356,0.8059,0.0,0.0,0.0,0.8059,0.0,0.8059,2.4178,7.2535,3.2238,0.0,1.6119,0.8059,0.0,0.0935,0.1005
seq636,0.885,0.0,0.885,0.0,0.885,0.0,0.0,0.885,1.77,0.0,0.885,1.77,2.655,0.885,0.0,1.77,1.77,0.0,0.0,0.885,0.0652,0.0498
seq637,1.7564,0.0,0.8782,0.8782,0.8782,0.8782,0.0,0.0,0.0,0.0,0.8782,0.0,2.6347,0.0,0.0,2.6347,0.0,0.0,0.0,0.8782,0.0749,0.0469
seq638,0.7824,0.0,0.7824,2.3472,1.5648,3.1295,0.0,3.9119,2.3472,2.3472,0.0,0.7824,0.7824,5.4767,3.1295,0.7824,0.0,0.7824,0.0,0.0,0.1051,0.1125
seq639,0.0,1.524,0.0,0.0,1.524,0.0,0.0,1.524,3.8099,1.524,0.0,0.0,0.762,0.0,2.2859,1.524,0.0,0.0,0.762,0.0,0.1624,0.0756
seq640,1.7003,6.8011,1.7003,1.7003,2.5504,3.4005,1.7003,2.5504,2.5504,0.0,0.8501,4.2507,0.8501,1.7003,0.8501,3.4005,0.8501,0.8501,1.7003,2.5504,0.0748,0.0751
seq641,2.4751,1.6501,1.6501,0.825,0.0,0.825,0.0,0.825,4.1252,2.4751,1.6501,0.0,0.0,0.0,0.0,0.825,0.825,1.6501,0.0,0.0,0.09,0.085
seq642,1.6784,1.6784,0.0,0.0,0.8392,1.6784,0.0,0.8392,0.8392,2.5176,0.0,0.8392,1.6784,0.0,1.6784,0.0,1.6784,4.196,0.0,0.0,0.0688,0.092
seq643,3.1923,0.0,5.5866,3.9904,0.0,9.577,2.3942,0.7981,2.3942,0.7981,0.7981,3.1923,1.5962,3.1923,8.7789,3.9904,3.1923,3.1923,2.3942,2.3942,0.1193,0.0826
seq644,0.0,0.0,0.0,0.0,2.3949,2.3949,0.0,2.3949,7.1847,3.1932,0.0,2.3949,2.3949,0.0,3.9915,0.7983,0.0,1.5966,0.0,0.0,0.1064,0.0953
seq645,0.7607,0.0,1.5213,0.7607,1.5213,2.282,0.0,1.5213,4.564,3.0427,0.0,1.5213,1.5213,0.7607,3.8033,0.7607,1.5213,0.7607,0.7607,0.0,0.1127,0.1267
seq646,0.8107,0.0,0.0,0.0,0.0,1.6214,0.8107,0.0,0.8107,1.6214,0.0,0.8107,1.6214,0.8107,2.4321,1.6214,1.6214,1.6214,0.8107,0.8107,0.1005,0.0888
seq647,0.0,1.855,0.9275,0.0,0.0,0.0,0.9275,0.0,0.0,1.855,0.9275,0.9275,0.9275,0.0,0.0,0.9275,0.9275,0.0,0.0,0.0,0.0413,0.0312
seq648,2.2823,1.5216,0.0,0.0,1.5216,0.7608,0.7608,0.7608,3.8039,3.0431,0.7608,0.0,0.7608,1.5216,3.0431,0.7608,0.0,0.7608,0.7608,0.0,0.1177,0.1215
seq649,0.9011,5.4064,0.0,0.9011,0.9011,2.7032,0.0,4.5053,1.8021,0.0,0.0,1.8021,1.8021,0.0,0.0,4.5053,0.0,1.8021,0.0,0.9011,0.048,0.0509
seq650,1.6081,4.8243,1.6081,0.0,3.2162,4.8243,0.0,3.2162,0.0,0.0,4.8243,0.0,3.2162,0.804,5.6283,0.804,1.6081,0.804,0.0,1.6081,0.0935,0.1024
seq651,2.56,6.8268,0.8533,1.7067,0.8533,4.2667,1.7067,0.8533,1.7067,0.8533,0.0,1.7067,1.7067,1.7067,2.56,5.1201,1.7067,1.7067,0.8533,3.4134,0.0675,0.0791
seq652,1.617,0.0,0.0,0.0,1.617,0.0,0.8085,1.617,3.2341,1.617,0.8085,0.8085,0.8085,0.0,0.8085,0.0,0.8085,0.0,0.0,0.0,0.0913,0.1002
seq653,2.628,1.752,1.752,0.0,0.0,3.504,0.0,0.0,2.628,5.256,0.0,2.628,0.0,0.876,0.0,2.628,2.628,2.628,0.0,0.0,0.062,0.062
seq654,3.4203,1.7101,0.8551,0.8551,1.7101,0.8551,0.8551,1.7101,3.4203,4.2753,0.0,1.7101,0.0,0.8551,0.0,3.4203,2.5652,0.0,0.0,0.0,0.0659,0.0791
seq655,0.7846,1.5691,1.5691,0.7846,2.3537,7.061,0.7846,4.7074,6.2765,1.5691,0.7846,0.7846,0.0,0.0,0.7846,0.7846,0.0,5.4919,0.0,0.0,0.1015,0.114
seq656,2.4951,1.6634,0.0,0.0,2.4951,0.0,0.8317,0.8317,1.6634,0.0,0.0,0.8317,0.8317,0.0,0.8317,0.0,0.8317,0.8317,0.0,0.0,0.1098,0.0585
seq657,0.0,1.6611,0.0,0.8305,0.8305,4.1526,0.0,1.6611,2.4916,2.4916,0.8305,0.0,0.0,0.0,0.0,0.8305,0.8305,0.8305,0.0,0.0,0.0745,0.095
seq658,0.0,1.7313,0.0,0.0,0.0,5.194,0.0,1.7313,1.7313,2.597,0.8657,0.8657,0.0,0.0,0.0,0.8657,0.0,2.597,0.0,0.0,0.0597,0.0746
seq659,0.0,1.6759,0.838,0.0,0.0,0.838,0.0,0.0,0.838,0.838,0.0,0.838,0.838,0.838,0.838,2.5139,0.0,1.6759,0.0,0.838,0.0846,0.0775
seq660,0.0,0.0,0.0,0.0,2.2145,2.2145,0.0,0.7382,2.2145,0.0,0.7382,0.0,0.7382,0.0,2.2145,0.0,0.0,0.0,0.0,0.7382,0.1286,0.1332
seq661,0.7776,0.7776,0.7776,0.7776,2.3328,0.0,0.0,0.7776,2.3328,0.7776,0.0,0.0,3.8879,0.0,2.3328,0.7776,0.7776,0.7776,0.7776,0.0,0.1017,0.1207
seq662,2.3298,0.0,0.0,0.0,0.0,17.8615,0.7766,0.7766,0.0,0.0,0.0,0.0,0.0,0.0,9.319,4.6595,0.0,0.7766,0.0,0.7766,0.1029,0.1206
seq663,3.3814,0.0,0.0,0.0,0.8453,5.0721,0.8453,0.8453,2.536,5.0721,0.0,0.0,0.8453,1.6907,0.0,1.6907,0.0,0.0,0.0,0.0,0.0711,0.0836
seq664,3.3965,0.0,0.0,0.0,0.0,2.5474,0.0,0.8491,1.6983,4.2457,0.0,0.8491,0.0,0.0,0.0,0.8491,0.0,0.0,0.0,0.0,0.0722,0.0786
seq665,0.8297,1.6593,0.0,0.0,0.8297,2.489,0.0,0.0,0.8297,0.8297,0.0,0.8297,2.489,0.0,0.8297,1.6593,0.8297,0.8297,0.8297,0.8297,0.0881,0.0822
seq666,0.8085,4.8507,0.0,0.8085,2.4254,3.2338,0.0,0.0,1.6169,0.8085,0.0,0.8085,0.8085,0.8085,1.6169,0.8085,1.6169,0.8085,0.8085,1.6169,0.0913,0.1002
seq667,0.8189,1.6378,1.6378,0.0,0.8189,4.0946,0.0,3.2756,4.0946,1.6378,0.8189,1.6378,1.6378,0.0,0.0,0.8189,0.8189,0.8189,0.8189,0.0,0.0891,0.092
seq668,0.0,0.0,0.0,0.0,0.0,1.5268,0.7634,1.5268,0.7634,1.5268,0.7634,0.0,0.0,0.0,0.7634,0.7634,0.0,0.0,0.7634,0.0,0.1036,0.133
seq669,0.0,0.0,0.0,0.0,3.4157,2.5618,0.0,0.8539,0.8539,4.2696,0.0,0.0,0.8539,0.0,0.0,0.0,0.0,0.8539,0.0,0.0,0.069,0.0771
seq670,1.6831,1.6831,0.0,0.0,1.6831,1.6831,0.0,4.2077,3.3662,2.5246,0.0,0.0,1.6831,0.0,0.0,0.0,1.6831,0.0,0.0,0.0,0.0681,0.0903
seq671,2.4917,1.6611,2.4917,0.0,0.0,1.6611,0.0,4.1528,4.9833,3.3222,0.0,0.0,0.0,0.0,0.8306,2.4917,2.4917,0.8306,0.0,0.0,0.0856,0.0839
seq672,0.876,0.0,0.0,0.0,3.504,0.876,0.876,0.0,0.876,4.38,0.0,0.0,1.752,0.0,0.0,1.752,0.0,0.0,0.0,0.0,0.0521,0.0719
seq673,1.7373,1.7373,0.0,0.0,0.8687,0.8687,0.0,0.8687,1.7373,4.3433,0.8687,0.0,0.8687,0.0,0.8687,0.8687,1.7373,0.8687,0.0,0.0,0.0538,0.0776
seq674,3.3449,0.0,0.8362,0.8362,1.6724,7.5259,1.6724,0.8362,1.6724,1.6724,0.8362,3.3449,1.6724,0.8362,1.6724,2.5086,1.6724,5.0173,0.8362,3.3449,0.0846,0.0792
seq675,0.0,0.0,0.0,0.8636,0.0,1.7272,0.0,0.8636,0.8636,1.7272,3.4544,0.0,0.8636,0.0,2.5908,0.8636,0.8636,0.0,0.0,0.0,0.055999999999999994,0.0804
seq676,2.3768,0.0,0.0,0.0,0.7923,0.0,0.0,0.7923,0.7923,2.3768,0.0,0.7923,0.0,0.0,0.7923,0.0,1.5846,0.0,0.7923,0.0,0.0865,0.1212
seq677,3.2983,0.0,0.8246,0.8246,0.0,1.6492,0.0,2.4738,5.7721,2.4738,0.8246,0.8246,0.8246,0.0,0.0,0.8246,0.8246,2.4738,0.0,0.0,0.0853,0.0902
seq678,3.3379,0.0,0.8345,0.0,1.669,2.5034,0.0,1.669,4.1724,1.669,0.8345,0.0,1.669,0.0,0.0,1.669,1.669,2.5034,0.0,0.0,0.0733,0.0922
seq679,2.5367,0.0,0.8456,0.0,0.0,1.6911,0.0,3.3822,4.2278,2.5367,0.0,0.0,1.6911,0.0,0.0,1.6911,2.5367,2.5367,0.0,0.0,0.0685,0.0859
seq680,0.0,6.3827,0.0,0.0,0.0,1.8236,0.0,1.8236,0.9118,2.7354,0.9118,1.8236,0.9118,0.9118,0.9118,4.5591,3.6473,2.7354,0.0,0.0,0.0441,0.0441
seq681,0.0,3.2507,0.0,0.0,1.6254,0.0,0.0,1.6254,0.8127,1.6254,0.8127,0.8127,1.6254,0.0,2.4381,3.2507,0.8127,2.4381,0.8127,0.0,0.1162,0.0711
seq682,2.5341,5.0681,1.6894,0.8447,2.5341,7.6022,0.0,1.6894,5.0681,5.0681,2.5341,0.0,1.6894,0.0,0.8447,1.6894,1.6894,2.5341,0.8447,0.0,0.0736,0.0817
seq683,5.0208,1.6736,0.0,0.0,1.6736,8.368,0.0,0.8368,2.5104,1.6736,0.8368,0.8368,0.8368,0.0,0.0,1.6736,1.6736,2.5104,1.6736,2.5104,0.0785,0.0847
seq684,8.6844,2.6053,0.8684,1.7369,1.7369,17.3688,1.7369,2.6053,1.7369,5.2106,2.6053,1.7369,0.8684,0.0,0.8684,2.6053,2.6053,4.3422,0.0,1.7369,0.0646,0.0669
seq685,1.6804,0.0,1.6804,0.0,2.5206,3.3608,0.8402,2.5206,1.6804,0.8402,0.0,1.6804,1.6804,0.8402,0.0,0.8402,0.8402,1.6804,0.0,0.0,0.0669,0.0929
seq686,4.1059,0.0,0.0,0.8212,1.6423,2.4635,0.0,0.8212,3.2847,2.4635,0.0,0.8212,0.8212,0.0,0.0,0.8212,1.6423,0.0,0.8212,0.0,0.0784,0.1004
seq687,2.304,0.0,0.768,0.768,1.536,3.84,0.768,2.304,2.304,0.768,0.0,1.536,0.0,0.0,2.304,0.0,0.768,4.608,0.0,0.0,0.1174,0.1146
seq688,1.7361,0.0,0.0,0.0,0.8681,1.7361,0.8681,1.7361,0.8681,3.4723,0.0,0.0,0.0,0.0,0.0,2.6042,0.0,0.0,0.0,0.0,0.0541,0.0778
seq689,4.1835,6.6936,1.6734,3.3468,2.5101,4.1835,1.6734,1.6734,5.0202,1.6734,0.8367,1.6734,5.8569,1.6734,5.0202,3.3468,5.0202,0.8367,0.8367,1.6734,0.0857,0.0776
seq690,0.8327,6.6619,0.0,3.3309,2.4982,3.3309,4.1637,1.6655,4.1637,0.8327,0.0,1.6655,0.8327,0.8327,3.3309,4.1637,0.8327,2.4982,0.8327,0.0,0.0825,0.0847
seq691,0.0,6.5681,3.284,1.642,0.821,4.9261,3.284,0.821,4.1051,3.284,0.0,1.642,2.463,0.821,3.284,4.1051,2.463,1.642,1.642,1.642,0.0825,0.0965
seq692,1.7165,1.7165,0.8583,0.0,1.7165,1.7165,0.8583,0.8583,2.5748,1.7165,0.0,0.8583,2.5748,0.0,0.8583,0.0,1.7165,0.0,0.8583,0.0,0.0592,0.0825
seq693,0.0,0.0,2.2411,0.0,2.2411,0.747,0.0,1.494,1.494,0.747,0.0,0.747,0.747,0.0,2.2411,1.494,0.747,0.747,0.747,0.0,0.1058,0.1472
seq694,1.6699,0.0,4.1748,5.0098,1.6699,3.3399,0.835,5.8448,5.8448,7.5147,0.835,1.6699,2.5049,5.0098,3.3399,2.5049,5.8448,3.3399,0.0,0.835,0.087,0.0781
seq695,0.0,3.3391,2.5043,8.3478,0.0,5.8434,1.6696,0.0,0.8348,0.8348,1.6696,0.8348,2.5043,10.8521,10.0173,1.6696,0.0,0.0,0.0,1.6696,0.0865,0.0788
seq696,0.8383,0.0,0.0,0.0,1.6766,4.1915,3.3532,2.5149,0.8383,4.1915,0.0,0.8383,0.0,0.0,1.6766,0.0,0.0,0.8383,0.0,0.0,0.0786,0.0831
seq697,2.44,6.5066,0.0,0.0,0.8133,4.0666,0.0,0.8133,4.0666,3.2533,0.0,1.6267,1.6267,0.8133,4.0666,4.0666,0.8133,0.8133,0.0,0.8133,0.098,0.0887
seq698,10.3298,5.1649,4.3041,0.8608,1.7216,3.4433,2.5824,0.8608,0.0,3.4433,0.8608,3.4433,3.4433,0.0,4.3041,8.6081,1.7216,8.6081,3.4433,3.4433,0.076,0.0632
seq699,5.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9355,1.871,0.0,0.0,1.871,0.0,0.0,0.9355,4.6774,4.6774,0.0,0.0,0.0295,0.035
seq700,0.0,0.0,1.6819,2.5229,0.841,2.5229,0.0,1.6819,0.0,0.841,0.0,0.841,0.841,2.5229,0.841,1.6819,0.841,0.841,0.0,0.841,0.0869,0.0721
seq701,1.6186,1.6186,0.8093,0.0,2.4279,0.8093,0.8093,1.6186,3.2372,0.0,0.0,1.6186,4.8558,0.0,1.6186,0.8093,1.6186,0.0,1.6186,0.0,0.0968,0.0939
seq702,4.1538,4.9846,4.9846,3.323,4.1538,6.6461,4.9846,5.8153,5.8153,4.1538,0.8308,7.4769,8.3076,4.9846,11.6307,7.4769,5.8153,4.1538,0.8308,3.323,0.0816,0.0876
seq703,4.096,4.9152,5.7344,5.7344,6.5536,6.5536,3.2768,6.5536,8.192,1.6384,1.6384,4.9152,7.3728,2.4576,8.192,7.3728,4.9152,2.4576,0.8192,4.9152,0.0872,0.0936
seq704,7.5171,5.0114,5.0114,6.6819,4.1762,9.1876,2.5057,3.341,5.8467,9.1876,0.8352,5.8467,8.3524,2.5057,6.6819,19.2105,5.0114,6.6819,5.0114,5.8467,0.0873,0.0774
seq705,5.1452,1.7151,9.4329,4.2877,5.1452,5.1452,2.5726,5.1452,10.2905,6.0028,4.2877,4.2877,2.5726,2.5726,2.5726,7.7178,4.2877,0.8575,0.0,2.5726,0.0624,0.08
seq706,5.1461,3.4308,0.8577,2.5731,0.0,2.5731,1.7154,5.1461,6.8615,5.1461,0.8577,5.1461,4.2885,4.2885,1.7154,5.1461,3.4308,4.2885,0.0,0.0,0.0668,0.0756
seq707,2.53,3.3733,2.53,3.3733,0.8433,3.3733,1.6867,5.06,18.5532,5.9033,0.0,3.3733,3.3733,8.4333,4.2166,7.5899,5.9033,5.9033,0.8433,0.0,0.0757,0.081
seq708,3.3286,3.3286,0.0,4.993,0.8322,0.8322,0.0,5.8251,8.3216,4.993,0.8322,3.3286,5.8251,1.6643,5.8251,7.4895,2.4965,4.1608,0.0,0.0,0.0817,0.0862
seq709,3.2833,3.2833,1.6417,3.2833,2.4625,3.2833,0.0,6.5667,9.85,3.2833,1.6417,4.1042,3.2833,1.6417,4.1042,2.4625,0.8208,4.1042,0.0,0.8208,0.08900000000000001,0.0902
seq710,4.0787,3.2629,0.8157,2.4472,1.6315,0.0,1.6315,3.2629,6.5259,6.5259,0.0,5.7101,3.2629,2.4472,4.0787,2.4472,0.8157,4.0787,0.8157,1.6315,0.0957,0.0886
seq711,0.808,3.2321,1.616,4.0401,2.4241,1.616,0.0,7.2722,5.6562,4.0401,1.616,1.616,5.6562,3.2321,8.8883,5.6562,1.616,8.0802,1.616,1.616,0.0854,0.1066
seq712,3.3476,1.6738,3.3476,1.6738,0.8369,4.1846,0.0,4.1846,5.0215,4.1846,1.6738,3.3476,2.5107,4.1846,7.5322,6.6953,13.3906,8.3691,0.8369,0.8369,0.0775,0.0856
seq713,4.1695,3.3356,3.3356,0.8339,1.6678,1.6678,0.0,3.3356,10.0068,4.1695,0.8339,1.6678,6.6712,3.3356,3.3356,4.1695,4.1695,2.5017,0.8339,1.6678,0.0767,0.0894
seq714,4.0594,3.2475,2.4356,3.2475,1.6237,3.2475,0.0,2.4356,4.8712,4.0594,0.0,3.2475,1.6237,2.4356,5.6831,4.0594,3.2475,4.8712,0.8119,2.4356,0.0906,0.0975
seq715,2.5242,3.3656,2.5242,1.6828,0.8414,2.5242,0.0,4.207,6.7312,5.0484,0.0,2.5242,4.207,5.0484,1.6828,3.3656,3.3656,4.207,1.6828,2.5242,0.0754,0.0833
seq716,3.2748,3.2748,3.2748,1.6374,1.6374,3.2748,0.8187,4.0935,3.2748,4.9122,0.8187,1.6374,4.9122,4.0935,7.3683,3.2748,4.0935,4.9122,0.8187,1.6374,0.0833,0.098
seq717,9.2214,3.3532,1.6766,2.5149,4.1915,5.8682,4.1915,4.1915,9.2214,10.0597,0.8383,6.7065,5.0299,4.1915,7.5448,13.4129,2.5149,6.7065,1.6766,3.3532,0.0787,0.083
seq718,1.6245,3.2491,4.0613,1.6245,1.6245,2.4368,0.8123,1.6245,3.2491,4.8736,1.6245,1.6245,4.8736,0.8123,5.6859,3.2491,1.6245,6.4982,1.6245,3.2491,0.0922,0.0955
seq719,4.0947,0.0,0.0,0.8189,1.6379,4.9137,0.8189,0.0,10.6463,0.8189,0.8189,3.2758,2.4568,2.4568,5.7326,1.6379,2.4568,4.9137,0.0,0.8189,0.09300000000000001,0.0881
seq720,0.0,0.8124,0.0,2.4372,1.6248,2.4372,0.0,0.8124,1.6248,2.4372,0.0,0.0,1.6248,0.0,3.2496,3.2496,0.8124,2.4372,0.0,0.0,0.0813,0.1063
seq721,0.7859,0.0,1.5718,0.0,3.1437,1.5718,0.0,1.5718,3.1437,1.5718,0.7859,0.7859,0.0,0.7859,0.0,0.0,0.7859,0.7859,0.0,0.0,0.0855,0.1286
seq722,1.6481,0.0,1.6481,0.0,0.824,0.824,0.0,4.1202,3.2961,1.6481,0.824,0.824,0.0,0.824,0.0,0.824,1.6481,1.6481,0.0,0.0,0.0758,0.1002
seq723,2.6798,5.3595,0.0,0.8933,0.8933,4.4663,0.0,0.8933,0.8933,1.7865,0.0,1.7865,0.0,0.0,0.8933,5.3595,2.6798,3.573,0.0,0.0,0.049,0.0577
seq724,2.5287,5.0575,0.8429,0.8429,1.6858,8.4291,1.6858,0.0,0.0,1.6858,0.0,0.0,2.5287,0.8429,1.6858,1.6858,2.5287,0.0,0.8429,2.5287,0.0755,0.0816
seq725,3.3504,0.0,1.6752,1.6752,5.0256,13.4016,3.3504,3.3504,10.8888,0.0,0.0,5.0256,10.8888,5.8632,1.6752,5.8632,1.6752,5.0256,2.5128,0.8376,0.0841,0.0783
seq726,2.5382,5.0764,0.0,1.6921,3.3843,5.0764,1.6921,0.8461,1.6921,1.6921,0.0,1.6921,1.6921,0.8461,1.6921,0.8461,1.6921,0.0,0.0,0.0,0.0839,0.07
seq727,1.7152,6.861,4.2881,1.7152,0.8576,1.7152,0.0,2.5729,4.2881,4.2881,1.7152,1.7152,8.5762,1.7152,2.5729,2.5729,3.4305,1.7152,0.0,1.7152,0.0625,0.0799
seq728,2.4925,0.0,2.4925,3.3233,1.6616,9.139,3.3233,4.1541,4.1541,2.4925,0.0,4.1541,6.6465,2.4925,2.4925,4.1541,3.3233,1.6616,3.3233,0.8308,0.0941,0.0751
seq729,1.6382,0.0,0.0,0.0,1.6382,2.4573,2.4573,4.0956,0.8191,1.6382,0.0,0.0,0.0,0.0,4.9147,0.8191,0.0,0.0,0.0,0.0,0.0678,0.1131
seq730,1.5609,0.0,0.0,0.0,0.7805,2.3414,3.9023,4.6828,0.0,0.0,0.0,0.0,0.0,0.0,1.5609,0.7805,0.0,0.7805,0.7805,0.0,0.1005,0.11900000000000001
seq731,0.8483,0.0,1.6967,0.0,1.6967,2.545,3.3933,1.6967,0.0,3.3933,0.0,0.0,0.0,0.0,0.8483,0.8483,0.0,0.8483,0.0,0.0,0.0692,0.0825
seq732,2.4176,0.0,2.4176,0.0,1.6118,2.4176,2.4176,1.6118,3.2235,1.6118,0.0,0.8059,0.8059,2.4176,0.8059,0.0,0.0,2.4176,0.8059,0.0,0.0756,0.1185
seq733,6.4889,1.6222,2.4333,2.4333,4.0556,4.8667,2.4333,1.6222,7.3,8.1112,0.8111,0.8111,2.4333,4.0556,5.6778,7.3,8.1112,2.4333,4.0556,1.6222,0.0888,0.1001
seq734,8.2666,1.6533,3.3066,4.9599,0.8267,5.7866,2.48,5.7866,4.9599,7.4399,0.8267,3.3066,4.1333,1.6533,4.9599,4.1333,7.4399,4.9599,2.48,2.48,0.085,0.0884
seq735,3.1663,1.5831,3.1663,4.7494,1.5831,3.1663,1.5831,3.9578,2.3747,3.9578,0.0,1.5831,3.1663,2.3747,7.1241,4.7494,3.9578,5.541,3.1663,2.3747,0.1011,0.1073
seq736,4.1778,3.3422,2.5067,4.1778,0.0,2.5067,1.6711,5.0133,6.6844,8.3555,0.0,0.8356,3.3422,3.3422,2.5067,2.5067,4.1778,2.5067,0.0,0.8356,0.0819,0.0826
seq737,0.0,8.1003,1.6201,4.0501,4.0501,4.0501,0.81,3.2401,6.4802,3.2401,1.6201,2.4301,2.4301,3.2401,4.0501,2.4301,4.0501,2.4301,4.8602,1.6201,0.0976,0.0924
seq738,0.7897,0.0,0.7897,0.0,0.7897,2.369,0.0,1.5794,3.9484,0.7897,0.7897,0.0,0.7897,0.0,0.0,0.0,0.0,2.369,0.7897,0.0,0.1198,0.0905
