ID,PAAC1_A,PAAC1_C,PAAC1_D,PAAC1_E,PAAC1_F,PAAC1_G,PAAC1_H,PAAC1_I,PAAC1_K,PAAC1_L,PAAC1_M,PAAC1_N,PAAC1_P,PAAC1_Q,PAAC1_R,PAAC1_S,PAAC1_T,PAAC1_V,PAAC1_W,PAAC1_Y,PAAC1_lam1
seq654,3.7139,1.8569,0.9285,0.9285,1.8569,0.9285,0.9285,1.8569,3.7139,4.6423,0.0,1.8569,0.0,0.9285,0.0,3.7139,2.7854,0.0,0.0,0.0,0.0715
seq655,0.8855,1.771,1.771,0.8855,2.6565,7.9695,0.8855,5.313,7.084,1.771,0.8855,0.8855,0.0,0.0,0.8855,0.8855,0.0,6.1985,0.0,0.0,0.1145
seq656,2.6501,1.7667,0.0,0.0,2.6501,0.0,0.8834,0.8834,1.7667,0.0,0.0,0.8834,0.8834,0.0,0.8834,0.0,0.8834,0.8834,0.0,0.0,0.1166
seq657,0.0,1.8354,0.0,0.9177,0.9177,4.5885,0.0,1.8354,2.7531,2.7531,0.9177,0.0,0.0,0.0,0.0,0.9177,0.9177,0.9177,0.0,0.0,0.0823
seq658,0.0,1.8709,0.0,0.0,0.0,5.6128,0.0,1.8709,1.8709,2.8064,0.9355,0.9355,0.0,0.0,0.0,0.9355,0.0,2.8064,0.0,0.0,0.0645
seq659,0.0,1.8167,0.9083,0.0,0.0,0.9083,0.0,0.0,0.9083,0.9083,0.0,0.9083,0.9083,0.9083,0.9083,2.725,0.0,1.8167,0.0,0.9083,0.0917
seq660,0.0,0.0,0.0,0.0,2.5548,2.5548,0.0,0.8516,2.5548,0.0,0.8516,0.0,0.8516,0.0,2.5548,0.0,0.0,0.0,0.0,0.8516,0.1484
seq661,0.8843,0.8843,0.8843,0.8843,2.6529,0.0,0.0,0.8843,2.6529,0.8843,0.0,0.0,4.4215,0.0,2.6529,0.8843,0.8843,0.8843,0.8843,0.0,0.1157
seq662,2.6491,0.0,0.0,0.0,0.0,20.3099,0.883,0.883,0.0,0.0,0.0,0.0,0.0,0.0,10.5965,5.2982,0.0,0.883,0.0,0.883,0.11699999999999999
seq663,3.6898,0.0,0.0,0.0,0.9225,5.5347,0.9225,0.9225,2.7674,5.5347,0.0,0.0,0.9225,1.8449,0.0,1.8449,0.0,0.0,0.0,0.0,0.0775
seq664,3.6865,0.0,0.0,0.0,0.0,2.7648,0.0,0.9216,1.8432,4.6081,0.0,0.9216,0.0,0.0,0.0,0.9216,0.0,0.0,0.0,0.0,0.0784
seq665,0.904,1.808,0.0,0.0,0.904,2.712,0.0,0.0,0.904,0.904,0.0,0.904,2.712,0.0,0.904,1.808,0.904,0.904,0.904,0.904,0.096
seq666,0.8985,5.3911,0.0,0.8985,2.6955,3.594,0.0,0.0,1.797,0.8985,0.0,0.8985,0.8985,0.8985,1.797,0.8985,1.797,0.8985,0.8985,1.797,0.1015
seq667,0.9019,1.8038,1.8038,0.0,0.9019,4.5095,0.0,3.6076,4.5095,1.8038,0.9019,1.8038,1.8038,0.0,0.0,0.9019,0.9019,0.9019,0.9019,0.0,0.0981
seq668,0.0,0.0,0.0,0.0,0.0,1.7611,0.8805,1.7611,0.8805,1.7611,0.8805,0.0,0.0,0.0,0.8805,0.8805,0.0,0.0,0.8805,0.0,0.1195
seq669,0.0,0.0,0.0,0.0,3.7011,2.7758,0.0,0.9253,0.9253,4.6264,0.0,0.0,0.9253,0.0,0.0,0.0,0.0,0.9253,0.0,0.0,0.0747
seq670,1.8502,1.8502,0.0,0.0,1.8502,1.8502,0.0,4.6256,3.7005,2.7753,0.0,0.0,1.8502,0.0,0.0,0.0,1.8502,0.0,0.0,0.0,0.0749
seq671,2.7197,1.8131,2.7197,0.0,0.0,1.8131,0.0,4.5328,5.4394,3.6263,0.0,0.0,0.0,0.0,0.9066,2.7197,2.7197,0.9066,0.0,0.0,0.0934
seq672,0.9439,0.0,0.0,0.0,3.7755,0.9439,0.9439,0.0,0.9439,4.7193,0.0,0.0,1.8877,0.0,0.0,1.8877,0.0,0.0,0.0,0.0,0.0561
seq673,1.8834,1.8834,0.0,0.0,0.9417,0.9417,0.0,0.9417,1.8834,4.7085,0.9417,0.0,0.9417,0.0,0.9417,0.9417,1.8834,0.9417,0.0,0.0,0.0583
seq674,3.6327,0.0,0.9082,0.9082,1.8163,8.1735,1.8163,0.9082,1.8163,1.8163,0.9082,3.6327,1.8163,0.9082,1.8163,2.7245,1.8163,5.449,0.9082,3.6327,0.0918
seq675,0.0,0.0,0.0,0.9391,0.0,1.8782,0.0,0.9391,0.9391,1.8782,3.7564,0.0,0.9391,0.0,2.8173,0.9391,0.9391,0.0,0.0,0.0,0.0609
seq676,2.7047,0.0,0.0,0.0,0.9016,0.0,0.0,0.9016,0.9016,2.7047,0.0,0.9016,0.0,0.0,0.9016,0.0,1.8031,0.0,0.9016,0.0,0.0984
seq677,3.6252,0.0,0.9063,0.9063,0.0,1.8126,0.0,2.7189,6.3441,2.7189,0.9063,0.9063,0.9063,0.0,0.0,0.9063,0.9063,2.7189,0.0,0.0,0.0937
seq678,3.6771,0.0,0.9193,0.0,1.8385,2.7578,0.0,1.8385,4.5964,1.8385,0.9193,0.0,1.8385,0.0,0.0,1.8385,1.8385,2.7578,0.0,0.0,0.0807
seq679,2.7752,0.0,0.9251,0.0,0.0,1.8501,0.0,3.7002,4.6253,2.7752,0.0,0.0,1.8501,0.0,0.0,1.8501,2.7752,2.7752,0.0,0.0,0.0749
seq680,0.0,6.6774,0.0,0.0,0.0,1.9078,0.0,1.9078,0.9539,2.8617,0.9539,1.9078,0.9539,0.9539,0.9539,4.7696,3.8157,2.8617,0.0,0.0,0.0461
seq681,0.0,3.4997,0.0,0.0,1.7498,0.0,0.0,1.7498,0.8749,1.7498,0.8749,0.8749,1.7498,0.0,2.6248,3.4997,0.8749,2.6248,0.8749,0.0,0.1251
seq682,2.7595,5.519,1.8397,0.9198,2.7595,8.2785,0.0,1.8397,5.519,5.519,2.7595,0.0,1.8397,0.0,0.9198,1.8397,1.8397,2.7595,0.9198,0.0,0.0802
seq683,5.4852,1.8284,0.0,0.0,1.8284,9.142,0.0,0.9142,2.7426,1.8284,0.9142,0.9142,0.9142,0.0,0.0,1.8284,1.8284,2.7426,1.8284,2.7426,0.0858
seq684,9.3073,2.7922,0.9307,1.8615,1.8615,18.6146,1.8615,2.7922,1.8615,5.5844,2.7922,1.8615,0.9307,0.0,0.9307,2.7922,2.7922,4.6536,0.0,1.8615,0.0693
seq685,1.8525,0.0,1.8525,0.0,2.7788,3.7051,0.9263,2.7788,1.8525,0.9263,0.0,1.8525,1.8525,0.9263,0.0,0.9263,0.9263,1.8525,0.0,0.0,0.0737
seq686,4.5644,0.0,0.0,0.9129,1.8257,2.7386,0.0,0.9129,3.6515,2.7386,0.0,0.9129,0.9129,0.0,0.0,0.9129,1.8257,0.0,0.9129,0.0,0.0871
seq687,2.6022,0.0,0.8674,0.8674,1.7348,4.3369,0.8674,2.6022,2.6022,0.8674,0.0,1.7348,0.0,0.0,2.6022,0.0,0.8674,5.2043,0.0,0.0,0.1326
seq688,1.8827,0.0,0.0,0.0,0.9413,1.8827,0.9413,1.8827,0.9413,3.7653,0.0,0.0,0.0,0.0,0.0,2.824,0.0,0.0,0.0,0.0,0.0587
seq689,4.5353,7.2565,1.8141,3.6282,2.7212,4.5353,1.8141,1.8141,5.4423,1.8141,0.9071,1.8141,6.3494,1.8141,5.4423,3.6282,5.4423,0.9071,0.9071,1.8141,0.0929
seq690,0.9098,7.2785,0.0,3.6393,2.7295,3.6393,4.5491,1.8196,4.5491,0.9098,0.0,1.8196,0.9098,0.9098,3.6393,4.5491,0.9098,2.7295,0.9098,0.0,0.0902
seq691,0.0,7.2698,3.6349,1.8174,0.9087,5.4523,3.6349,0.9087,4.5436,3.6349,0.0,1.8174,2.7262,0.9087,3.6349,4.5436,2.7262,1.8174,1.8174,1.8174,0.0913
seq692,1.871,1.871,0.9355,0.0,1.871,1.871,0.9355,0.9355,2.8064,1.871,0.0,0.9355,2.8064,0.0,0.9355,0.0,1.871,0.0,0.9355,0.0,0.0645
seq693,0.0,0.0,2.6279,0.0,2.6279,0.876,0.0,1.7519,1.7519,0.876,0.0,0.876,0.876,0.0,2.6279,1.7519,0.876,0.876,0.876,0.0,0.124
seq694,1.8113,0.0,4.5283,5.434,1.8113,3.6227,0.9057,6.3397,6.3397,8.151,0.9057,1.8113,2.717,5.434,3.6227,2.717,6.3397,3.6227,0.0,0.9057,0.0943
seq695,0.0,3.6246,2.7184,9.0614,0.0,6.343,1.8123,0.0,0.9061,0.9061,1.8123,0.9061,2.7184,11.7799,10.8737,1.8123,0.0,0.0,0.0,1.8123,0.0939
seq696,0.9143,0.0,0.0,0.0,1.8286,4.5714,3.6571,2.7428,0.9143,4.5714,0.0,0.9143,0.0,0.0,1.8286,0.0,0.0,0.9143,0.0,0.0,0.0857
seq697,2.6775,7.1401,0.0,0.0,0.8925,4.4625,0.0,0.8925,4.4625,3.57,0.0,1.785,1.785,0.8925,4.4625,4.4625,0.8925,0.8925,0.0,0.8925,0.1075
seq698,11.0262,5.5131,4.5943,0.9189,1.8377,3.6754,2.7566,0.9189,0.0,3.6754,0.9189,3.6754,3.6754,0.0,4.5943,9.1885,1.8377,9.1885,3.6754,3.6754,0.0811
seq699,5.8164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9694,1.9388,0.0,0.0,1.9388,0.0,0.0,0.9694,4.847,4.847,0.0,0.0,0.0306
seq700,0.0,0.0,1.8126,2.7189,0.9063,2.7189,0.0,1.8126,0.0,0.9063,0.0,0.9063,0.9063,2.7189,0.9063,1.8126,0.9063,0.9063,0.0,0.9063,0.0937
seq701,1.7863,1.7863,0.8932,0.0,2.6795,0.8932,0.8932,1.7863,3.5726,0.0,0.0,1.7863,5.359,0.0,1.7863,0.8932,1.7863,0.0,1.7863,0.0,0.1068
seq702,4.5528,5.4633,5.4633,3.6422,4.5528,7.2844,5.4633,6.3739,6.3739,4.5528,0.9106,8.195,9.1055,5.4633,12.7478,8.195,6.3739,4.5528,0.9106,3.6422,0.0894
seq703,4.5191,5.4229,6.3267,6.3267,7.2305,7.2305,3.6152,7.2305,9.0381,1.8076,1.8076,5.4229,8.1343,2.7114,9.0381,8.1343,5.4229,2.7114,0.9038,5.4229,0.0962
seq704,8.148,5.432,5.432,7.2427,4.5267,9.9587,2.716,3.6213,6.3374,9.9587,0.9053,6.3374,9.0534,2.716,7.2427,20.8227,5.432,7.2427,5.432,6.3374,0.0947
seq705,5.5928,1.8643,10.2535,4.6607,5.5928,5.5928,2.7964,5.5928,11.1856,6.525,4.6607,4.6607,2.7964,2.7964,2.7964,8.3892,4.6607,0.9321,0.0,2.7964,0.0679
seq706,5.5667,3.7112,0.9278,2.7834,0.0,2.7834,1.8556,5.5667,7.4223,5.5667,0.9278,5.5667,4.6389,4.6389,1.8556,5.5667,3.7112,4.6389,0.0,0.0,0.0722
seq707,2.7529,3.6706,2.7529,3.6706,0.9176,3.6706,1.8353,5.5059,20.1881,6.4235,0.0,3.6706,3.6706,9.1764,4.5882,8.2588,6.4235,6.4235,0.9176,0.0,0.0824
seq708,3.6426,3.6426,0.0,5.4639,0.9106,0.9106,0.0,6.3745,9.1064,5.4639,0.9106,3.6426,6.3745,1.8213,6.3745,8.1958,2.7319,4.5532,0.0,0.0,0.0894
seq709,3.6089,3.6089,1.8045,3.6089,2.7067,3.6089,0.0,7.2178,10.8267,3.6089,1.8045,4.5111,3.6089,1.8045,4.5111,2.7067,0.9022,4.5111,0.0,0.9022,0.0978
seq710,4.4752,3.5801,0.895,2.6851,1.7901,0.0,1.7901,3.5801,7.1603,7.1603,0.0,6.2653,3.5801,2.6851,4.4752,2.6851,0.895,4.4752,0.895,1.7901,0.105
seq711,0.9044,3.6177,1.8088,4.5221,2.7132,1.8088,0.0,8.1397,6.3309,4.5221,1.8088,1.8088,6.3309,3.6177,9.9486,6.3309,1.8088,9.0441,1.8088,1.8088,0.0956
seq712,3.661,1.8305,3.661,1.8305,0.9152,4.5762,0.0,4.5762,5.4915,4.5762,1.8305,3.661,2.7457,4.5762,8.2372,7.322,14.644,9.1525,0.9152,0.9152,0.0848
seq713,4.579,3.6632,3.6632,0.9158,1.8316,1.8316,0.0,3.6632,10.9897,4.579,0.9158,1.8316,7.3265,3.6632,3.6632,4.579,4.579,2.7474,0.9158,1.8316,0.0842
seq714,4.4979,3.5983,2.6987,3.5983,1.7992,3.5983,0.0,2.6987,5.3975,4.4979,0.0,3.5983,1.7992,2.6987,6.297,4.4979,3.5983,5.3975,0.8996,2.6987,0.1004
seq715,2.7534,3.6712,2.7534,1.8356,0.9178,2.7534,0.0,4.589,7.3424,5.5068,0.0,2.7534,4.589,5.5068,1.8356,3.6712,3.6712,4.589,1.8356,2.7534,0.0822
seq716,3.6305,3.6305,3.6305,1.8153,1.8153,3.6305,0.9076,4.5382,3.6305,5.4458,0.9076,1.8153,5.4458,4.5382,8.1687,3.6305,4.5382,5.4458,0.9076,1.8153,0.0924
seq717,10.0557,3.6566,1.8283,2.7425,4.5708,6.3991,4.5708,4.5708,10.0557,10.9699,0.9142,7.3133,5.4849,4.5708,8.2274,14.6265,2.7425,7.3133,1.8283,3.6566,0.0858
seq718,1.7961,3.5922,4.4903,1.7961,1.7961,2.6942,0.8981,1.7961,3.5922,5.3883,1.7961,1.7961,5.3883,0.8981,6.2864,3.5922,1.7961,7.1844,1.7961,3.5922,0.1019
seq719,4.4902,0.0,0.0,0.898,1.7961,5.3883,0.898,0.0,11.6746,0.898,0.898,3.5922,2.6941,2.6941,6.2863,1.7961,2.6941,5.3883,0.0,0.898,0.102
seq720,0.0,0.909,0.0,2.7271,1.8181,2.7271,0.0,0.909,1.8181,2.7271,0.0,0.0,1.8181,0.0,3.6361,3.6361,0.909,2.7271,0.0,0.0,0.091
seq721,0.9019,0.0,1.8037,0.0,3.6075,1.8037,0.0,1.8037,3.6075,1.8037,0.9019,0.9019,0.0,0.9019,0.0,0.0,0.9019,0.9019,0.0,0.0,0.0981
seq722,1.8316,0.0,1.8316,0.0,0.9158,0.9158,0.0,4.579,3.6632,1.8316,0.9158,0.9158,0.0,0.9158,0.0,0.9158,1.8316,1.8316,0.0,0.0,0.0842
seq723,2.8439,5.6877,0.0,0.948,0.948,4.7398,0.0,0.948,0.948,1.8959,0.0,1.8959,0.0,0.0,0.948,5.6877,2.8439,3.7918,0.0,0.0,0.052000000000000005
seq724,2.7534,5.5067,0.9178,0.9178,1.8356,9.1779,1.8356,0.0,0.0,1.8356,0.0,0.0,2.7534,0.9178,1.8356,1.8356,2.7534,0.0,0.9178,2.7534,0.0822
seq725,3.6349,0.0,1.8175,1.8175,5.4524,14.5396,3.6349,3.6349,11.8134,0.0,0.0,5.4524,11.8134,6.3611,1.8175,6.3611,1.8175,5.4524,2.7262,0.9087,0.0913
seq726,2.7293,5.4585,0.0,1.8195,3.639,5.4585,1.8195,0.9098,1.8195,1.8195,0.0,1.8195,1.8195,0.9098,1.8195,0.9098,1.8195,0.0,0.0,0.0,0.0902
seq727,1.8641,7.4566,4.6604,1.8641,0.9321,1.8641,0.0,2.7962,4.6604,4.6604,1.8641,1.8641,9.3207,1.8641,2.7962,2.7962,3.7283,1.8641,0.0,1.8641,0.0679
seq728,2.6949,0.0,2.6949,3.5932,1.7966,9.8813,3.5932,4.4915,4.4915,2.6949,0.0,4.4915,7.1864,2.6949,2.6949,4.4915,3.5932,1.7966,3.5932,0.8983,0.1017
seq729,1.8472,0.0,0.0,0.0,1.8472,2.7708,2.7708,4.618,0.9236,1.8472,0.0,0.0,0.0,0.0,5.5416,0.9236,0.0,0.0,0.0,0.0,0.0764
seq730,1.7718,0.0,0.0,0.0,0.8859,2.6577,4.4294,5.3153,0.0,0.0,0.0,0.0,0.0,0.0,1.7718,0.8859,0.0,0.8859,0.8859,0.0,0.1141
seq731,0.9246,0.0,1.8492,0.0,1.8492,2.7738,3.6983,1.8492,0.0,3.6983,0.0,0.0,0.0,0.0,0.9246,0.9246,0.0,0.9246,0.0,0.0,0.0754
seq732,2.7427,0.0,2.7427,0.0,1.8285,2.7427,2.7427,1.8285,3.657,1.8285,0.0,0.9142,0.9142,2.7427,0.9142,0.0,0.0,2.7427,0.9142,0.0,0.0858
seq733,7.2105,1.8026,2.7039,2.7039,4.5065,5.4078,2.7039,1.8026,8.1118,9.0131,0.9013,0.9013,2.7039,4.5065,6.3092,8.1118,9.0131,2.7039,4.5065,1.8026,0.0987
seq734,9.0681,1.8136,3.6272,5.4408,0.9068,6.3476,2.7204,6.3476,5.4408,8.1613,0.9068,3.6272,4.534,1.8136,5.4408,4.534,8.1613,5.4408,2.7204,2.7204,0.0932
seq735,3.547,1.7735,3.547,5.3205,1.7735,3.547,1.7735,4.4337,2.6602,4.4337,0.0,1.7735,3.547,2.6602,7.9807,5.3205,4.4337,6.2072,3.547,2.6602,0.1133
seq736,4.5537,3.643,2.7322,4.5537,0.0,2.7322,1.8215,5.4644,7.2859,9.1074,0.0,0.9107,3.643,3.643,2.7322,2.7322,4.5537,2.7322,0.0,0.9107,0.0893
seq737,0.0,8.9245,1.7849,4.4623,4.4623,4.4623,0.8925,3.5698,7.1396,3.5698,1.7849,2.6774,2.6774,3.5698,4.4623,2.6774,4.4623,2.6774,5.3547,1.7849,0.1075
seq738,0.8683,0.0,0.8683,0.0,0.8683,2.6048,0.0,1.7366,4.3414,0.8683,0.8683,0.0,0.8683,0.0,0.0,0.0,0.0,2.6048,0.8683,0.0,0.1317
seq739,0.0,3.7624,0.0,0.0,2.8218,3.7624,0.0,1.8812,0.9406,0.0,0.0,0.9406,0.9406,0.0,0.0,2.8218,2.8218,0.0,0.0,0.0,0.0594
seq740,0.0,1.8923,0.0,0.0,1.8923,0.0,0.0,1.8923,2.8385,3.7846,0.0,0.0,0.9462,0.0,0.0,0.9462,0.9462,0.9462,0.0,0.0,0.0538
seq741,10.1606,9.2369,5.5421,2.7711,4.6185,9.2369,3.6948,4.6185,3.6948,0.9237,1.8474,3.6948,3.6948,2.7711,4.6185,7.3895,5.5421,5.5421,0.9237,5.5421,0.0763
seq742,4.5664,0.0,4.5664,8.2195,1.8266,1.8266,1.8266,1.8266,6.393,5.4797,0.9133,0.9133,6.393,0.0,5.4797,6.393,3.6531,3.6531,0.9133,0.0,0.0867
seq743,2.741,10.9639,3.6546,3.6546,4.5683,10.0503,0.9137,1.8273,3.6546,1.8273,0.0,0.9137,13.7049,3.6546,4.5683,5.482,2.741,5.482,0.9137,2.741,0.0863
seq744,0.0,0.0,0.0,0.9323,3.7292,1.8646,0.0,0.0,3.7292,5.5938,0.0,0.0,0.9323,0.9323,0.9323,3.7292,0.0,0.9323,0.0,0.0,0.0677
seq745,0.0,5.5738,0.0,0.929,0.0,2.7869,0.0,1.8579,0.0,1.8579,0.0,0.929,2.7869,1.8579,1.8579,0.0,1.8579,1.8579,0.0,1.8579,0.071
seq746,1.8246,3.6492,0.9123,0.0,0.0,0.0,0.0,3.6492,6.3861,0.9123,0.0,0.9123,2.7369,0.0,0.0,0.0,0.0,1.8246,0.0,0.0,0.0877
seq747,0.0,0.0,0.0,0.9292,0.0,20.4416,5.575,0.0,0.0,0.0,0.0,0.9292,0.0,0.0,0.0,0.9292,0.0,0.0,0.0,3.7166,0.0708
seq748,1.7632,0.0,0.0,0.8816,0.8816,0.8816,0.8816,0.0,1.7632,0.8816,0.0,0.0,2.6448,0.8816,3.5263,2.6448,2.6448,0.8816,0.8816,0.0,0.1184
seq749,3.6422,3.6422,1.8211,2.7317,1.8211,4.5528,0.0,2.7317,9.1056,8.195,0.0,3.6422,5.4633,3.6422,2.7317,3.6422,3.6422,9.1056,0.0,0.0,0.0894
seq750,12.8449,6.4225,2.7525,3.67,0.0,6.4225,11.0099,6.4225,10.0925,7.34,2.7525,5.505,2.7525,5.505,11.0099,6.4225,3.67,9.175,0.9175,1.835,0.0825
seq751,3.7074,3.7074,2.7805,1.8537,0.9268,0.9268,2.7805,2.7805,2.7805,7.4147,0.0,0.9268,4.6342,5.5611,2.7805,2.7805,1.8537,2.7805,0.0,0.9268,0.0732
seq752,6.3784,5.4672,3.6448,5.4672,0.9112,5.4672,7.2896,4.556,8.2008,5.4672,1.8224,2.7336,2.7336,3.6448,14.5793,11.8456,6.3784,6.3784,0.9112,0.0,0.0888
seq753,1.7366,1.7366,0.0,0.0,0.8683,1.7366,0.0,0.0,1.7366,0.8683,1.7366,0.0,0.8683,0.0,1.7366,0.8683,0.0,0.8683,0.8683,0.8683,0.1317
seq754,1.7501,1.7501,0.0,0.0,0.8751,0.8751,0.0,0.0,1.7501,2.6252,0.8751,0.0,0.8751,0.0,1.7501,0.8751,0.8751,0.0,0.8751,0.8751,0.1249
seq755,0.0,1.7934,0.8967,0.8967,0.8967,0.8967,0.8967,1.7934,4.4834,3.5867,0.0,0.8967,0.8967,0.8967,2.69,0.8967,1.7934,1.7934,0.0,0.0,0.1033
seq756,0.0,0.0,0.9287,0.0,0.0,90.0818,0.0,0.0,5.5721,14.8589,0.0,0.0,0.0,0.0,2.786,0.0,0.0,0.9287,0.0,8.3581,0.0713
seq757,0.0,0.0,0.0,0.8774,0.8774,2.6322,0.0,1.7548,1.7548,1.7548,0.0,0.0,0.0,0.0,0.0,0.8774,0.0,0.8774,0.8774,0.0,0.1226
seq758,6.3563,1.8161,3.6322,6.3563,3.6322,7.2643,0.908,7.2643,5.4482,5.4482,2.7241,3.6322,3.6322,4.5402,3.6322,7.2643,6.3563,6.3563,2.7241,3.6322,0.092
seq759,0.91,1.8201,1.8201,2.7301,0.0,2.7301,0.91,1.8201,4.5502,2.7301,0.0,2.7301,0.91,0.0,0.0,4.5502,2.7301,2.7301,1.8201,1.8201,0.09
seq760,0.932,0.0,0.932,0.0,3.7282,2.7961,0.0,0.932,0.932,1.8641,0.0,1.8641,0.932,2.7961,1.8641,0.932,1.8641,3.7282,0.0,1.8641,0.068
seq761,28.2016,0.0,13.6459,11.8265,4.5486,14.5557,2.7292,15.4654,18.1946,17.2848,5.4584,10.007,3.6389,1.8195,4.5486,10.007,4.5486,13.6459,2.7292,2.7292,0.0903
seq762,16.4967,8.2484,6.4154,10.0813,5.4989,21.9956,10.0813,10.0813,10.9978,22.9121,2.7495,10.9978,10.9978,12.8308,9.1648,18.3297,14.6637,19.2462,5.4989,6.4154,0.0835
seq763,15.5988,9.1758,9.1758,7.3406,7.3406,21.1043,7.3406,17.434,7.3406,22.0219,5.5055,8.2582,13.7637,14.6813,10.0934,14.6813,13.7637,14.6813,5.5055,9.1758,0.0824
seq764,8.187,0.0,0.0,0.0,0.9097,6.3677,0.9097,0.9097,4.5484,1.8193,0.0,0.9097,0.0,0.9097,0.0,0.9097,0.0,2.729,1.8193,0.0,0.0903
seq765,0.9423,0.0,0.0,0.9423,0.0,1.8847,0.0,1.8847,0.9423,4.7117,0.0,0.9423,0.0,0.0,0.0,0.9423,0.9423,0.9423,0.0,0.0,0.0577
seq766,2.7273,0.0,0.9091,0.0,0.0,2.7273,0.0,0.0,3.6364,4.5456,0.0,1.8182,0.9091,2.7273,0.0,0.9091,0.0,3.6364,0.9091,0.9091,0.0909
seq767,0.0,0.9181,2.7543,0.9181,0.0,0.9181,0.9181,3.6724,0.9181,0.0,0.0,0.9181,0.0,0.0,0.0,0.9181,0.9181,0.0,0.0,0.0,0.0819
seq768,0.8859,5.3152,0.0,0.0,0.8859,5.3152,1.7717,0.8859,0.0,2.6576,0.0,0.8859,0.8859,0.8859,4.4293,3.5434,1.7717,0.0,0.8859,2.6576,0.1141
seq769,1.7878,0.0,1.7878,0.0,1.7878,1.7878,0.0,0.0,2.6817,1.7878,0.0,0.8939,0.0,0.0,0.0,0.8939,0.0,3.5756,0.0,0.0,0.1061
seq770,3.6089,0.0,1.8045,0.0,1.8045,5.4134,0.0,0.0,2.7067,4.5111,0.0,0.0,0.0,2.7067,0.9022,0.9022,0.9022,3.6089,0.0,0.0,0.0978
seq771,0.9124,0.0,0.0,0.0,0.9124,0.9124,0.0,0.9124,2.7371,3.6495,0.0,0.9124,0.0,0.0,0.0,0.9124,0.9124,0.9124,0.0,0.0,0.0876
seq772,3.7867,2.84,0.0,0.0,0.0,0.0,0.0,2.84,0.9467,0.9467,0.0,0.9467,2.84,0.0,0.9467,2.84,7.5735,0.0,0.0,0.9467,0.0533
seq773,7.5097,0.0,0.9387,0.0,2.8162,7.5097,2.8162,1.8774,1.8774,2.8162,0.9387,4.6936,0.0,3.7549,0.0,0.9387,5.6323,1.8774,0.9387,3.7549,0.0613
seq774,14.3549,0.0,10.7662,8.0747,1.7944,23.3268,3.5887,9.869,10.7662,7.1775,4.4859,10.7662,3.5887,9.869,9.869,15.2521,8.0747,8.9718,5.3831,8.9718,0.1028
seq775,11.174,18.6233,6.5182,2.7935,3.7247,19.5545,12.1052,5.587,4.6558,5.587,0.9312,7.4493,2.7935,7.4493,4.6558,22.348,6.5182,5.587,2.7935,6.5182,0.0688
seq776,9.8636,7.1735,8.0702,2.6901,0.8967,8.0702,1.7934,6.2768,8.0702,8.0702,0.8967,8.0702,4.4835,4.4835,8.0702,6.2768,6.2768,6.2768,4.4835,6.2768,0.1033
seq777,10.7322,7.1548,7.1548,5.3661,1.7887,11.6266,2.6831,6.2605,11.6266,5.3661,1.7887,8.0492,1.7887,3.5774,5.3661,5.3661,6.2605,4.4718,5.3661,5.3661,0.1056
seq778,4.5284,7.2455,8.1512,4.5284,3.6227,7.2455,4.5284,3.6227,11.7739,7.2455,0.9057,7.2455,1.8114,1.8114,7.2455,9.0568,6.3398,3.6227,3.6227,3.6227,0.0943
seq779,0.0,5.3881,1.796,0.898,3.5921,0.898,0.0,0.0,5.3881,3.5921,0.0,2.6941,1.796,0.0,0.898,1.796,0.0,0.0,1.796,0.0,0.102
seq780,5.4615,1.8205,9.1025,12.7435,7.282,9.1025,2.7307,4.5512,8.1922,4.5512,2.7307,2.7307,6.3717,2.7307,2.7307,2.7307,1.8205,2.7307,1.8205,5.4615,0.0898
seq781,1.8089,7.2355,2.7133,1.8089,2.7133,5.4267,0.9044,2.7133,5.4267,2.7133,0.0,4.5222,1.8089,0.0,0.9044,4.5222,2.7133,0.9044,2.7133,3.6178,0.0956
seq782,2.85,3.8,0.0,0.0,0.0,0.95,0.0,0.95,0.95,0.95,0.0,0.0,1.9,0.0,0.95,4.75,9.5001,1.9,0.95,0.0,0.05
seq783,2.7585,1.839,0.9195,0.0,0.0,0.9195,0.0,0.9195,1.839,1.839,0.0,0.0,3.678,1.839,0.9195,1.839,0.9195,1.839,0.0,0.9195,0.0805
seq784,1.8519,0.0,0.9259,0.9259,0.0,0.0,0.0,0.0,0.9259,0.9259,0.0,0.9259,0.9259,0.0,0.9259,0.0,1.8519,1.8519,0.0,0.0,0.0741
seq785,1.821,4.5524,2.7315,5.4629,2.7315,8.1944,2.7315,4.5524,3.642,1.821,0.9105,7.2839,2.7315,2.7315,9.1049,3.642,10.0154,7.2839,0.9105,2.7315,0.0895
seq786,5.5748,5.5748,0.9291,1.8583,0.0,3.7165,0.9291,0.0,2.7874,1.8583,1.8583,3.7165,0.9291,0.9291,0.9291,2.7874,2.7874,2.7874,0.9291,0.9291,0.0709
seq787,4.5735,7.3176,8.2323,10.9764,1.8294,7.3176,0.9147,6.4029,14.6352,4.5735,0.9147,12.8058,9.147,6.4029,2.7441,9.147,4.5735,2.7441,0.0,13.7205,0.0853
seq788,2.718,0.0,0.906,0.0,0.906,0.906,0.0,0.0,0.0,0.0,0.0,0.906,0.906,0.0,0.0,0.0,0.0,1.812,0.0,0.906,0.094
